Module,Group,Quota,No_of_Bidders,Lowest_Bid,Lowest_Succ_Bid,Highest_Bid,Faculty,newStudent,pAcc,gAcc,Bid_Round,Acad_Yr,Semester
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,SCIENCE,0,1,0,1B,2010,1
CS1010E,SECTIONAL TEACHING 1,17,2,10,1,190,ENGINEERING,0,1,0,1B,2010,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2010,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,SCIENCE,0,1,0,1B,2010,1
CS1010E,SECTIONAL TEACHING 2,6,1,200,1,200,ENGINEERING,0,1,0,1B,2010,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2010,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,SCIENCE,0,1,0,1B,2010,1
CS1010E,SECTIONAL TEACHING 3,7,0,0,0,0,ENGINEERING,0,1,0,1B,2010,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,SCIENCE,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 1,15,2,1,1,100,ENGINEERING,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 1,2,3,214,391,448,SCIENCE,1,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 1,2,1,10,1,10,SCHOOL OF COMPUTING,2,0,1,1C,2010,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,SCIENCE,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 2,5,0,0,0,0,ENGINEERING,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 2,2,5,207,250,303,SCIENCE,1,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 2,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2010,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,SCIENCE,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 3,7,0,0,0,0,ENGINEERING,0,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 3,2,5,7,502,578,SCIENCE,1,1,0,1C,2010,1
CS1010E,SECTIONAL TEACHING 3,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2010,1
CS1010E,SECTIONAL TEACHING 1,17,19,1,99,3000,SCHOOL OF COMPUTING,0,1,1,2A,2010,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2010,1
CS1010E,SECTIONAL TEACHING 2,9,9,50,1,1311,SCHOOL OF COMPUTING,0,1,1,2A,2010,1
CS1010E,SECTIONAL TEACHING 3,11,13,110,281,900,SCHOOL OF COMPUTING,0,1,1,2A,2010,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2010,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2010,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2010,1
CS1010E,SECTIONAL TEACHING 1,1,7,100,2002,2002,SCHOOL OF COMPUTING,2,1,1,3A,2010,1
CS1010E,SECTIONAL TEACHING 3,1,5,442,747,747,SCHOOL OF COMPUTING,2,1,1,3A,2010,1
CS1010E,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2010,2
CS1010E,SECTIONAL TEACHING 1,5,1,1,1,1,SCIENCE,0,1,0,1A,2010,2
CS1010E,SECTIONAL TEACHING 1,2,5,50,826,2500,ENGINEERING,0,1,0,1A,2010,2
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2010,2
CS1010E,SECTIONAL TEACHING 1,5,8,400,771,1180,SCIENCE,1,1,0,1A,2010,2
CS1010E,SECTIONAL TEACHING 1,30,11,1,1,500,ENGINEERING,1,1,0,1A,2010,2
CS1010E,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2010,2
CS1010E,SECTIONAL TEACHING 1,4,0,0,0,0,SCIENCE,0,1,0,1B,2010,2
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2010,2
CS1010E,SECTIONAL TEACHING 1,19,2,1,1,100,ENGINEERING,1,1,0,1B,2010,2
CS1010E,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2010,2
CS1010E,SECTIONAL TEACHING 1,4,4,50,1,611,SCIENCE,2,1,0,2A,2010,2
CS1010E,SECTIONAL TEACHING 1,17,6,300,1,803,ENGINEERING,2,1,0,2A,2010,2
CS1010E,SECTIONAL TEACHING 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2A,2010,2
CS1010E,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2010,2
CS1010E,SECTIONAL TEACHING 1,11,5,49,1,2000,ENGINEERING,2,1,0,2B,2010,2
CS1010E,SECTIONAL TEACHING 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2010,2
CS1010E,SECTIONAL TEACHING 1,14,21,200,615,1118,SCHOOL OF COMPUTING,2,1,1,2C,2010,2
CS1010E,SECTIONAL TEACHING 1,1,9,6,1111,1111,SCHOOL OF COMPUTING,2,1,1,3A,2010,2
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2011,1
CS1010E,SECTIONAL TEACHING 1,15,4,1,1,200,ENGINEERING,0,1,0,1A,2011,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2011,1
CS1010E,SECTIONAL TEACHING 2,15,3,1,1,6,ENGINEERING,0,1,0,1A,2011,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2011,1
CS1010E,SECTIONAL TEACHING 3,20,2,4,1,6,ENGINEERING,0,1,0,1A,2011,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2011,1
CS1010E,SECTIONAL TEACHING 1,11,1,1,1,1,ENGINEERING,0,1,0,1B,2011,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2011,1
CS1010E,SECTIONAL TEACHING 2,12,0,0,0,0,ENGINEERING,0,1,0,1B,2011,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2011,1
CS1010E,SECTIONAL TEACHING 3,18,0,0,0,0,ENGINEERING,0,1,0,1B,2011,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 1,10,1,1,1,1,ENGINEERING,0,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 1,5,0,0,0,0,SCIENCE,1,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 1,2,1,2,1,2,SCHOOL OF COMPUTING,2,0,1,1C,2011,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 2,12,1,1,1,1,ENGINEERING,0,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 2,5,0,0,0,0,SCIENCE,1,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 2,2,1,2,1,2,SCHOOL OF COMPUTING,2,0,1,1C,2011,1
CS1010E,SECTIONAL TEACHING 3,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 3,18,0,0,0,0,ENGINEERING,0,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 3,7,0,0,0,0,SCIENCE,1,1,0,1C,2011,1
CS1010E,SECTIONAL TEACHING 3,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2011,1
CS1010E,SECTIONAL TEACHING 1,11,8,1,1,500,SCHOOL OF COMPUTING,0,1,1,2A,2011,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2011,1
CS1010E,SECTIONAL TEACHING 1,5,13,206,537,598,SCIENCE,1,1,0,2A,2011,1
CS1010E,SECTIONAL TEACHING 2,13,9,1,1,1015,SCHOOL OF COMPUTING,0,1,1,2A,2011,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2011,1
CS1010E,SECTIONAL TEACHING 2,5,6,2,231,598,SCIENCE,1,1,0,2A,2011,1
CS1010E,SECTIONAL TEACHING 3,21,15,1,1,1617,SCHOOL OF COMPUTING,0,1,1,2A,2011,1
CS1010E,SECTIONAL TEACHING 3,7,16,446,537,598,SCIENCE,1,1,0,2A,2011,1
CS1010E,SECTIONAL TEACHING 1,3,5,223,275,399,SCHOOL OF COMPUTING,0,1,1,2B,2011,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2011,1
CS1010E,SECTIONAL TEACHING 2,4,6,200,283,382,SCHOOL OF COMPUTING,0,1,1,2B,2011,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2011,1
CS1010E,SECTIONAL TEACHING 3,6,9,275,399,2001,SCHOOL OF COMPUTING,0,1,1,2B,2011,1
CS1010E,SECTIONAL TEACHING 1,1,5,406,1000,1000,SCHOOL OF COMPUTING,2,1,1,3A,2011,1
CS1010E,SECTIONAL TEACHING 2,2,7,275,446,600,SCHOOL OF COMPUTING,2,1,1,3A,2011,1
CS1010E,SECTIONAL TEACHING 3,2,11,84,754,976,SCHOOL OF COMPUTING,2,1,1,3A,2011,1
CS1010E,SECTIONAL TEACHING 2,2,5,214,447,450,SCHOOL OF COMPUTING,2,1,1,3B,2011,1
CS1010E,SECTIONAL TEACHING 3,1,7,278,702,702,SCHOOL OF COMPUTING,2,1,1,3B,2011,1
CS1010E,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2011,2
CS1010E,SECTIONAL TEACHING 1,5,8,1,100,400,ENGINEERING,0,1,0,1A,2011,2
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2011,2
CS1010E,SECTIONAL TEACHING 1,25,8,1,1,100,ENGINEERING,1,1,0,1A,2011,2
CS1010E,SECTIONAL TEACHING 1,10,4,1,1,501,UNIVERSITY SCHOLARS PROGRAM,1,1,0,1A,2011,2
CS1010E,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2011,2
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2011,2
CS1010E,SECTIONAL TEACHING 1,17,2,1,1,1,ENGINEERING,1,1,0,1B,2011,2
CS1010E,SECTIONAL TEACHING 1,6,3,10,1,1567,UNIVERSITY SCHOLARS PROGRAM,1,1,0,1B,2011,2
CS1010E,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2011,2
CS1010E,SECTIONAL TEACHING 1,15,4,1,1,501,ENGINEERING,2,1,0,2A,2011,2
CS1010E,SECTIONAL TEACHING 1,3,1,800,1,800,UNIVERSITY SCHOLARS PROGRAM,2,1,0,2A,2011,2
CS1010E,SECTIONAL TEACHING 1,3,1,563,1,563,SCHOOL OF COMPUTING,2,0,1,2A,2011,2
CS1010E,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2011,2
CS1010E,SECTIONAL TEACHING 1,12,9,1,1,3000,ENGINEERING,2,1,0,2B,2011,2
CS1010E,SECTIONAL TEACHING 1,3,1,1,1,1,UNIVERSITY SCHOLARS PROGRAM,2,1,0,2B,2011,2
CS1010E,SECTIONAL TEACHING 1,2,19,1,1511,1647,SCHOOL OF COMPUTING,2,0,1,2B,2011,2
CS1010E,SECTIONAL TEACHING 1,10,26,107,839,3206,SCHOOL OF COMPUTING,2,1,1,3A,2011,2
CS1010E,SECTIONAL TEACHING 1,2,13,107,838,3000,SCHOOL OF COMPUTING,2,1,1,3B,2011,2
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2012,1
CS1010E,SECTIONAL TEACHING 1,25,8,1,1,2000,ENGINEERING,0,1,0,1A,2012,1
CS1010E,SECTIONAL TEACHING 2,2,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2012,1
CS1010E,SECTIONAL TEACHING 2,15,1,280,1,280,ENGINEERING,0,1,0,1A,2012,1
CS1010E,SECTIONAL TEACHING 3,10,2,2,1,500,ENGINEERING,0,1,0,1A,2012,1
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2012,1
CS1010E,SECTIONAL TEACHING 1,17,0,0,0,0,ENGINEERING,0,1,0,1B,2012,1
CS1010E,SECTIONAL TEACHING 2,2,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2012,1
CS1010E,SECTIONAL TEACHING 2,14,0,0,0,0,ENGINEERING,0,1,0,1B,2012,1
CS1010E,SECTIONAL TEACHING 3,8,0,0,0,0,ENGINEERING,0,1,0,1B,2012,1
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 1,17,0,0,0,0,ENGINEERING,0,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 1,8,20,1,280,498,SCIENCE,1,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2012,1
CS1010E,SECTIONAL TEACHING 2,2,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 2,14,0,0,0,0,ENGINEERING,0,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 2,8,17,102,300,586,SCIENCE,1,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 2,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2012,1
CS1010E,SECTIONAL TEACHING 3,8,0,0,0,0,ENGINEERING,0,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 3,4,8,225,300,417,SCIENCE,1,1,0,1C,2012,1
CS1010E,SECTIONAL TEACHING 3,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2012,1
CS1010E,SECTIONAL TEACHING 1,21,29,1,390,1592,SCHOOL OF COMPUTING,0,1,1,2A,2012,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2012,1
CS1010E,SECTIONAL TEACHING 2,18,28,100,275,1703,SCHOOL OF COMPUTING,0,1,1,2A,2012,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2012,1
CS1010E,SECTIONAL TEACHING 3,10,17,1,700,1178,SCHOOL OF COMPUTING,0,1,1,2A,2012,1
CS1010E,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2012,1
CS1010E,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2012,1
CS1010E,SECTIONAL TEACHING 3,1,4,562,774,774,SCHOOL OF COMPUTING,0,1,1,2B,2012,1
CS1010E,SECTIONAL TEACHING 1,21,25,1,212,1328,SCHOOL OF COMPUTING,2,1,1,3A,2012,1
CS1010E,SECTIONAL TEACHING 2,21,26,67,100,1120,SCHOOL OF COMPUTING,2,1,1,3A,2012,1
CS1010E,SECTIONAL TEACHING 3,20,26,1,310,901,SCHOOL OF COMPUTING,2,1,1,3A,2012,1
CS1010E,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2012,2
CS1010E,SECTIONAL TEACHING 1,25,7,51,1,1083,SCIENCE,0,1,0,1A,2012,2
CS1010E,SECTIONAL TEACHING 1,3,4,10,100,1005,ENGINEERING,0,1,0,1A,2012,2
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2012,2
CS1010E,SECTIONAL TEACHING 1,40,52,17,100,863,SCIENCE,1,1,0,1A,2012,2
CS1010E,SECTIONAL TEACHING 1,32,14,1,1,700,ENGINEERING,1,1,0,1A,2012,2
CS1010E,SECTIONAL TEACHING 1,10,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,1,1,0,1A,2012,2
CS1010E,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2012,2
CS1010E,SECTIONAL TEACHING 1,18,1,1,1,1,SCIENCE,0,1,0,1B,2012,2
CS1010E,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2012,2
CS1010E,SECTIONAL TEACHING 1,18,0,0,0,0,ENGINEERING,1,1,0,1B,2012,2
CS1010E,SECTIONAL TEACHING 1,10,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,1,1,0,1B,2012,2
CS1010E,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2012,2
CS1010E,SECTIONAL TEACHING 1,17,32,1,400,1191,SCIENCE,2,1,0,2A,2012,2
CS1010E,SECTIONAL TEACHING 1,18,5,1,1,1030,ENGINEERING,2,1,0,2A,2012,2
CS1010E,SECTIONAL TEACHING 1,10,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,2,1,0,2A,2012,2
CS1010E,SECTIONAL TEACHING 1,5,1,101,1,101,SCHOOL OF COMPUTING,2,0,1,2A,2012,2
CS1010E,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2012,2
CS1010E,SECTIONAL TEACHING 1,13,4,1,1,500,ENGINEERING,2,1,0,2B,2012,2
CS1010E,SECTIONAL TEACHING 1,10,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,2,1,0,2B,2012,2
CS1010E,SECTIONAL TEACHING 1,4,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2012,2
CS1010E,SECTIONAL TEACHING 1,29,23,1,1,2000,SCHOOL OF COMPUTING,2,1,1,3A,2012,2
CS1010E,SECTIONAL TEACHING 1,8,4,1,1,900,SCHOOL OF COMPUTING,2,1,1,3B,2012,2
CS1020,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2010,2
CS1020,SECTIONAL TEACHING 1,35,0,0,0,0,SCIENCE,0,1,0,1A,2010,2
CS1020,SECTIONAL TEACHING 1,10,2,1,1,10,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS1020,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2010,2
CS1020,SECTIONAL TEACHING 1,70,56,1,1,1356,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS1020,SECTIONAL TEACHING 2,5,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS1020,SECTIONAL TEACHING 2,35,48,1,350,1355,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS1020,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2010,2
CS1020,SECTIONAL TEACHING 1,35,0,0,0,0,SCIENCE,0,1,0,1B,2010,2
CS1020,SECTIONAL TEACHING 1,8,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS1020,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2010,2
CS1020,SECTIONAL TEACHING 1,14,5,1,1,500,SCHOOL OF COMPUTING,1,1,0,1B,2010,2
CS1020,SECTIONAL TEACHING 2,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS1020,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2010,2
CS1020,SECTIONAL TEACHING 1,35,0,0,0,0,SCIENCE,2,1,0,2A,2010,2
CS1020,SECTIONAL TEACHING 1,17,4,1,1,500,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS1020,SECTIONAL TEACHING 1,5,1,1,1,1,SCHOOL OF COMPUTING,2,0,1,2A,2010,2
CS1020,SECTIONAL TEACHING 2,4,6,208,557,1294,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS1020,SECTIONAL TEACHING 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2010,2
CS1020,SECTIONAL TEACHING 1,35,0,0,0,0,SCIENCE,2,1,0,2B,2010,2
CS1020,SECTIONAL TEACHING 1,14,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS1020,SECTIONAL TEACHING 1,4,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2010,2
CS1020,SECTIONAL TEACHING 1,58,14,1,1,682,SCHOOL OF COMPUTING,2,1,1,2C,2010,2
CS1020,SECTIONAL TEACHING 1,44,7,1,1,1551,SCHOOL OF COMPUTING,2,1,1,3A,2010,2
CS1020,SECTIONAL TEACHING 1,38,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2010,2
CS1020,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2011,1
CS1020,SECTIONAL TEACHING 1,35,14,1,1,500,SCIENCE,0,1,0,1A,2011,1
CS1020,SECTIONAL TEACHING 1,10,14,23,200,599,SCHOOL OF COMPUTING,0,1,0,1A,2011,1
CS1020,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2011,1
CS1020,SECTIONAL TEACHING 1,21,4,1,1,701,SCIENCE,0,1,0,1B,2011,1
CS1020,SECTIONAL TEACHING 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2011,1
CS1020,SECTIONAL TEACHING 1,17,0,0,0,0,SCIENCE,0,1,0,1C,2011,1
CS1020,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2011,1
CS1020,SECTIONAL TEACHING 1,5,3,1,1,100,SCHOOL OF COMPUTING,2,0,1,1C,2011,1
CS1020,SECTIONAL TEACHING 1,22,9,1,1,780,SCHOOL OF COMPUTING,0,1,1,2A,2011,1
CS1020,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2011,1
CS1020,SECTIONAL TEACHING 1,15,1,10,1,10,SCHOOL OF COMPUTING,0,1,1,2B,2011,1
CS1020,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2011,1
CS1020,SECTIONAL TEACHING 1,16,10,1,1,800,SCHOOL OF COMPUTING,2,1,1,3A,2011,1
CS1020,SECTIONAL TEACHING 1,6,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2011,1
CS1020,SECTIONAL TEACHING 1,5,4,151,1,1000,SCIENCE,0,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 1,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 1,40,49,1,100,1194,SCHOOL OF COMPUTING,1,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 2,3,1,322,1,322,SCIENCE,0,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 2,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 2,28,43,1,474,1357,SCHOOL OF COMPUTING,1,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 3,2,2,500,1,500,SCIENCE,0,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 3,1,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 3,5,10,295,500,1000,SCHOOL OF COMPUTING,1,1,0,1A,2011,2
CS1020,SECTIONAL TEACHING 1,1,0,0,0,0,SCIENCE,0,1,0,1B,2011,2
CS1020,SECTIONAL TEACHING 1,5,1,600,1,600,SCHOOL OF COMPUTING,0,1,0,1B,2011,2
CS1020,SECTIONAL TEACHING 2,2,0,0,0,0,SCIENCE,0,1,0,1B,2011,2
CS1020,SECTIONAL TEACHING 2,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2011,2
CS1020,SECTIONAL TEACHING 1,1,0,0,0,0,SCIENCE,2,1,0,2A,2011,2
CS1020,SECTIONAL TEACHING 1,4,12,1,700,1200,SCHOOL OF COMPUTING,2,1,0,2A,2011,2
CS1020,SECTIONAL TEACHING 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2A,2011,2
CS1020,SECTIONAL TEACHING 2,2,0,0,0,0,SCIENCE,2,1,0,2A,2011,2
CS1020,SECTIONAL TEACHING 2,7,12,311,860,1295,SCHOOL OF COMPUTING,2,1,0,2A,2011,2
CS1020,SECTIONAL TEACHING 2,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2A,2011,2
CS1020,SECTIONAL TEACHING 1,1,0,0,0,0,SCIENCE,2,1,0,2B,2011,2
CS1020,SECTIONAL TEACHING 1,5,2,1,1,1,SCHOOL OF COMPUTING,2,0,1,2B,2011,2
CS1020,SECTIONAL TEACHING 2,2,0,0,0,0,SCIENCE,2,1,0,2B,2011,2
CS1020,SECTIONAL TEACHING 2,2,5,300,700,711,SCHOOL OF COMPUTING,2,0,1,2B,2011,2
CS1020,SECTIONAL TEACHING 1,4,13,16,685,900,SCHOOL OF COMPUTING,2,1,1,3A,2011,2
CS1020,SECTIONAL TEACHING 2,2,5,489,1195,1241,SCHOOL OF COMPUTING,2,1,1,3A,2011,2
